Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Адал,аптека,Аптеки,"улица Табия, 49",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,1,87787677964,,,,,,,,,,https://wa.me/77787677964,,,,,,43.17348,76.553555,https://2gis.com/firm/70000001081798687,branch
Pharmacy,аптека,Аптеки; Процедурный кабинет,"улица Витковского, 1/1",,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.7,12,87075374179,,,,,,,https://instagram.com/pharmacy_1_gres,,,https://wa.me/77059810687,,,,,,43.425772,77.023931,https://2gis.com/firm/70000001082704073,branch
Adi Premium,аптека,Аптеки,"Талгарский тракт, 10",,,,,Алматы,Талгарский район,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,8,87055391605,,,,,,,https://instagram.com/adi.premium_apteka,,,https://wa.me/77055391605,,,,,,43.304484,77.077899,https://2gis.com/firm/70000001074862767,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"улица Гагарина, 2",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.2,6,87273060006,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.387109,77.119541,https://2gis.com/firm/70000001062748573,branch
Дария-ай,аптека,Аптеки,"улица Ахметова, 33а",,050039,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00,+05:00,2.8,11,87004629297,,,,,,,,,,,,,,,,43.352962,77.005784,https://2gis.com/firm/70000001064255414,branch
ББЕ,аптека,Аптеки,"улица Достык, 26а",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,1.0,5,87717057619,,,,,,,,,,https://wa.me/77717057619,,,,,,43.206968,76.646062,https://2gis.com/firm/70000001076640444,branch
Алпамыс фарм,аптека,Аптеки,"проспект Абылай хана, 45а",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,,,,,,,,,,,,,,,,,,,43.201546,76.646031,https://2gis.com/firm/70000001084485358,branch
Aziya,аптека,Аптеки,"улица Райымбек батыра, 89",1 этаж,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,1.0,3,87756668375,,,,,,,,,,https://wa.me/77756668375,,,,,,43.296662,77.032188,https://2gis.com/firm/70000001038170026,branch
Береке,аптека,Аптеки; Процедурный кабинет,"улица Карасай батыра, 22/1",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,87079293437,,,,,,,,,,https://wa.me/77079293437,,,,,,43.328738,77.247514,https://2gis.com/firm/70000001089531606,branch
Ansar Medical,аптека,Аптеки; Процедурный кабинет,"улица Кунаева, 173а",1 этаж,040916,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,3.0,9,,,,,,,,,,,,,,,,,43.229565,76.762313,https://2gis.com/firm/70000001064489124,branch
Аптека,,Аптеки,"улица Менделеева, 22",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.7,3,87273718305,,,,,,,,,,,,,,,,43.335734,77.247128,https://2gis.com/firm/70000001067098690,branch
Аптека,,Аптеки,"улица Карасай батыра, 52а",1 этаж,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,1.1,1,87088471958,87083712979,,,,,,,,,https://wa.me/77088471958,https://wa.me/77083712979,,,,,43.337028,77.247175,https://2gis.com/firm/70000001045509847,branch
Коктем,аптека,Аптеки,"улица Ашимова, 20Б",1 этаж,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,1.0,1,,,,,,,,,,,,,,,,,43.230539,76.799192,https://2gis.com/firm/70000001082787648,branch
От А до Я,аптека,Аптеки,"улица Пушкина, 55а",,041608,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87052064688,,,,,http://apteka-ot-a-do-ya.satu.kz,,https://instagram.com/darihana_a_ya_,,,https://wa.me/77052064688,,,,,,43.320234,77.086424,https://2gis.com/firm/70000001080965691,branch
Аптека Со склада,,Аптеки,"улица Манаса, 24а",1 этаж,050008,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00 (летний период: пн-вс 8:00-22:00),+05:00,1.9,55,87273394271,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.239107,76.908899,https://2gis.com/firm/70000001060030857,branch
Аптека,,Аптеки; Процедурный кабинет,"улица Жана, 1/1",,040924,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-01:00; Вт: 09:00-01:00; Ср: 09:00-01:00; Чт: 09:00-01:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-01:00 (процедурный кабинет: пн-вс 9:00-21:00),+05:00,3.0,6,87076118704,,,,,,,,,,https://wa.me/77076118704,,,,,,43.172709,76.778381,https://2gis.com/firm/70000001069043013,branch
Бибо Фарм,аптека,Аптеки,"Басибекова улица, 1е",около супермаркета Семья,,Кызылту 1 ж/м,,,Талгарский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.2,11,87775948864,,,,,,,,,,https://wa.me/77775948864,,,,,,43.378729,77.08064,https://2gis.com/firm/70000001076308751,branch
Аптека,,Аптеки,"проспект Абылай хана, 125Б",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.3,17,87273079537,,,,,,,,,,,,,,,,43.199816,76.633325,https://2gis.com/firm/70000001044479773,branch
Аптека,ИП Хохлова Е.И.,Аптеки,"улица Санжара Жандосова, 2/2",,050067,Таусамалы м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,3.5,8,,,,,,,,,,,,,,,,,43.184393,76.826746,https://2gis.com/firm/9429940000900755,branch
Аптека,,Аптеки,"проспект Суюнбая, 669а",,050030,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,1.0,2,,,,,,,,,,,,,,,,,43.392382,77.004481,https://2gis.com/firm/70000001023600648,branch
Аптека,,Аптеки,"улица Карасай батыра, 29а",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 09:00-17:00,+05:00,3.9,4,87277121364,,,,,,,,,,,,,,,,43.200278,76.622297,https://2gis.com/firm/70000001044663658,branch
Aisha-Pharm,аптека,Аптеки,"Жас Канат микрорайон, 361а",,050054,Жас Канат м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-01:00; Вт: 09:00-01:00; Ср: 09:00-01:00; Чт: 09:00-01:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-01:00,+05:00,3.4,18,87074813346,87011034441,,,,,,,,,https://wa.me/77074813346,https://wa.me/77011034441,,,,,43.323405,76.98154,https://2gis.com/firm/70000001040849274,branch
РГ Фарм,аптека,Аптеки; Процедурный кабинет,"улица Майлина, 71",,050039,Маяк м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.3,21,87753344209,,,,,,,,,,https://wa.me/77753344209,,,,,,43.343248,76.987949,https://2gis.com/firm/70000001056401697,branch
Apteka set,аптека,Аптеки,"микрорайон Кайрат, 181-182 к6",1 этаж; рядом с Zeta,050019,Кайрат м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-15:30; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,2,87089124401,,,,,,,,,,https://wa.me/77089124401,,,,,,43.302038,77.00572,https://2gis.com/firm/70000001084317129,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"улица Муратбаева, 40",,,Жана м-н,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.7,2,87277434601,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.317632,77.229052,https://2gis.com/firm/70000001061076671,branch
Аптека,,Аптеки,"улица Титова, 12а",1 этаж,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.5,6,,,,,,,,,,,,,,,,,43.429678,77.023962,https://2gis.com/firm/70000001034016251,branch
Аптека,,Аптеки,"Торговый переулок, 25",1 этаж,050048,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,3.2,5,,,,,,,,,,,,,,,,,43.34447,76.916376,https://2gis.com/firm/70000001023415273,branch
Аптека,,Аптеки,"улица Алматинская, 45",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,43.369433,77.314783,https://2gis.com/firm/70000001087770377,branch
MedPoint,аптека,Аптеки,"проспект Абылай хана, 5Б",1 этаж,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-02:00; Вт: 09:00-02:00; Ср: 09:00-02:00; Чт: 09:00-02:00; Пт: 09:00-02:00; Сб: 09:00-02:00; Вс: 09:00-02:00,+05:00,3.6,26,87767771272,,,,,,,https://instagram.com/medpointkz,,,https://wa.me/77767771272,,,,,,43.205738,76.662383,https://2gis.com/firm/70000001064886872,branch
DEM,аптека,Аптеки; Процедурный кабинет,"улица Кунаева, 81",,040916,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,5.0,15,,,,,,,,,,,,,,,,,43.236855,76.763742,https://2gis.com/firm/70000001064334403,branch
Алтынай Плюс,филиал,Аптеки,"улица Бирлик, 86",,040924,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,,,87476727833,,,,,,,,,,https://wa.me/77476727833,,,,,,43.176523,76.759616,https://2gis.com/firm/70000001089509895,branch
Aidyn farm,аптека,Аптеки,"территория СТ Кайнар, 39а",,,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:30-24:00; Вт: 09:30-24:00; Ср: 09:30-24:00; Чт: 09:30-24:00; Пт: 09:30-24:00; Сб: 09:30-24:00; Вс: 09:30-24:00,+05:00,1.1,41,87471701582,,,,,,,,,,https://wa.me/77471701582,,,,,,43.212634,76.780066,https://2gis.com/firm/70000001063580408,branch
Аптека,,Аптеки,"улица Алтын Орда, 6/38 к1",,,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:30-23:00; Вт: 09:30-23:00; Ср: 09:30-23:00; Чт: 09:30-23:00; Пт: 09:30-23:00; Сб: 09:30-23:00; Вс: 09:30-23:00,+05:00,4.9,8,87786605581,,,,,,,,,,https://wa.me/77786605581,,,,,,43.21737,76.776904,https://2gis.com/firm/70000001067618589,branch
Аптека,,Аптеки,"улица Жунисова, 14/1",,050035,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,1.5,8,87759338766,,,,,,,,,,https://wa.me/77759338766,,,,,,43.221257,76.785,https://2gis.com/firm/70000001061110116,branch
Аптека Со склада,,Аптеки,"улица Хабибулина, 10а",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,1.2,5,87477696034,87009869771,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.222639,76.677821,https://2gis.com/firm/70000001062192815,branch
Аптека,,Аптеки; Процедурный кабинет,"улица Уалиханова, 10",1 этаж,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,,,,,,,,,,,,,,,,,,,43.296783,77.027303,https://2gis.com/firm/70000001038089876,branch
Аптека,,Аптеки,"улица Кунаева, 20а",1 этаж,040723,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,1.0,1,,,,,,,,,,,,,,,,,43.45371,76.733296,https://2gis.com/firm/70000001052155244,branch
Аптека,,Аптеки,"улица Демченко, 85",1 этаж,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.8,10,87272225985,,,,,,,,,,,,,,,,43.283982,76.988578,https://2gis.com/firm/70000001032455150,branch
Интермедикал,аптека,Аптеки,"улица Рыскулова, 224а",,,Спутник ж/м,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,5.0,1,87718085858,,,,,,,,,,https://wa.me/77718085858,,,,,,43.324977,77.248896,https://2gis.com/firm/70000001088954175,branch
Аптека,,Аптеки,"улица Момышулы, 4Б",,040706,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,1.0,1,87772481992,,,,,,,,,,https://wa.me/77772481992,,,,,,43.409999,76.943939,https://2gis.com/firm/70000001068432609,branch
